id	surface	status	kind	name	obligation	verification	upstream	reference	finding	class
loop-23	loop	VERIFIED	command	/pstack-loop	Arm an interval loop from /pstack-loop <seconds> <prompt> with maxFires 100 and a minimum interval of 5 seconds.	test@tests/layers/01-unit/loop-contracts.test.ts@loop-23	mechanism:/loop	extensions/heartbeat/index.ts:183-184	-	ADAPTED-EQUIVALENT
loop-24	loop	VERIFIED	command	/pstack-loop	Treat /pstack-loop status, list, stop [id], and off as status and stop forms.	test@tests/layers/01-unit/loop-contracts.test.ts@loop-24	mechanism:/loop	extensions/heartbeat/index.ts:258-276	-	ADAPTED-EQUIVALENT
worktree-01	worktree	VERIFIED	tool	pstack_worktree	Register a pstack_worktree tool with action create, list, remove, prune, or cleanup and optional name and base.	test@tests/layers/01-unit/worktree-contracts.test.ts@worktree-01	mechanism:cloud-agents	extensions/worktree/index.ts:127	-	ADAPTED-EQUIVALENT
worktree-02	worktree	VERIFIED	behavior	-	Reject a worktree name that is empty, starts with a dash, contains .. or path separators or NUL, or uses characters outside [A-Za-z0-9._@+=,-].	test@tests/layers/01-unit/worktree-contracts.test.ts@worktree-02	mechanism:cloud-agents	extensions/worktree/helpers.ts:26-40	-	ADAPTED-EQUIVALENT
worktree-03	worktree	VERIFIED	behavior	-	Reject a base ref that is empty, starts with a dash, contains .. or whitespace or NUL, or uses characters outside [A-Za-z0-9._/~^+-].	test@tests/layers/01-unit/worktree-contracts.test.ts@worktree-03	mechanism:cloud-agents	extensions/worktree/helpers.ts:43-56	-	ADAPTED-EQUIVALENT
worktree-04	worktree	VERIFIED	behavior	-	Create the worktree under .pstack-worktrees/<slug> on branch pstack/<slug> from the base ref with HEAD as the default base.	test@tests/layers/01-unit/worktree-contracts.test.ts@worktree-04	mechanism:cloud-agents	extensions/worktree/helpers.ts:88-93	-	ADAPTED-EQUIVALENT
worktree-05	worktree	VERIFIED	behavior	-	Refuse to create when 12 or more pstack worktrees already exist, with a session-cap error.	test@tests/layers/01-unit/worktree-contracts.test.ts@worktree-05	mechanism:cloud-agents	extensions/worktree/helpers.ts:83-86	-	ADAPTED-EQUIVALENT
worktree-06	worktree	VERIFIED	behavior	-	Default the slug to pstack-<Date.now()> when create is called without a name.	test@tests/layers/01-unit/worktree-contracts.test.ts@worktree-06	mechanism:cloud-agents	extensions/worktree/index.ts:89	-	ADAPTED-EQUIVALENT
worktree-07	worktree	VERIFIED	behavior	-	Surface a git worktree add failure as Error "git worktree add failed: <message>".	test@tests/layers/01-unit/worktree-contracts.test.ts@worktree-07	mechanism:cloud-agents	extensions/worktree/helpers.ts:94	-	ADAPTED-EQUIVALENT
worktree-08	worktree	VERIFIED	behavior	-	List worktrees via git worktree list --porcelain and report the pstack-managed count against the 12 cap.	test@tests/layers/01-unit/worktree-contracts.test.ts@worktree-08	mechanism:cloud-agents	extensions/worktree/index.ts:39-47	-	ADAPTED-EQUIVALENT
worktree-09	worktree	VERIFIED	behavior	-	Prune via git worktree prune -v.	test@tests/layers/01-unit/worktree-contracts.test.ts@worktree-09	mechanism:cloud-agents	extensions/worktree/helpers.ts:153-155	-	ADAPTED-EQUIVALENT
worktree-10	worktree	VERIFIED	behavior	-	Remove a worktree with git worktree remove --force, falling back to a non-force remove.	test@tests/layers/01-unit/worktree-contracts.test.ts@worktree-10	mechanism:cloud-agents	extensions/worktree/helpers.ts:141-150	-	ADAPTED-EQUIVALENT
worktree-11	worktree	VERIFIED	behavior	-	Require a name for remove and reject an unknown action with the create|list|remove|prune|cleanup set.	test@tests/layers/01-unit/worktree-contracts.test.ts@worktree-11	mechanism:cloud-agents	extensions/worktree/index.ts:75	-	ADAPTED-EQUIVALENT
worktree-12	worktree	VERIFIED	behavior	-	Skip shutdown cleanup for any worktree whose pstack child-session jsonl was touched in the last 30 minutes.	test@tests/layers/01-unit/worktree-contracts.test.ts@worktree-12	skills/poteto-mode/scripts/worktree-audit.sh	extensions/worktree/helpers.ts:196-206	-	ADAPTED-EQUIVALENT
worktree-13	worktree	VERIFIED	behavior	-	Remove on shutdown only when the worktree is clean and its HEAD is an ancestor of main HEAD or its branch is listed as merged.	test@tests/layers/01-unit/worktree-contracts.test.ts@worktree-13	skills/poteto-mode/scripts/worktree-audit.sh	extensions/worktree/helpers.ts:210-247	-	ADAPTED-EQUIVALENT
worktree-14	worktree	VERIFIED	behavior	-	Shutdown cleanup must remove only worktrees that are clean, merged, and free of recent child sessions, and must skip untracked-only scratch worktrees as unsafe.	test@tests/layers/01-unit/worktree-contracts.test.ts@worktree-14	skills/poteto-mode/scripts/worktree-audit.sh	extensions/worktree/helpers.ts:210-215	-	ADAPTED-EQUIVALENT
worktree-15	worktree	VERIFIED	behavior	-	Run session_shutdown cleanup against the project working directory and swallow cleanup errors so shutdown is never blocked.	test@tests/layers/01-unit/worktree-contracts.test.ts@worktree-15	skills/poteto-mode/scripts/worktree-audit.sh	extensions/worktree/index.ts:115-121	-	ADAPTED-EQUIVALENT
ship-01	ship	VERIFIED	tool	pstack_ship	Register a pstack_ship tool with action view, merge, stack-status, or gate-check and optional pr, stackPrs, and mergeMethod.	test@tests/layers/01-unit/ship-contracts.test.ts@ship-01	skills/poteto-mode/playbooks/shipping.md	extensions/shipping/index.ts:372	-	EXACT-CONTRACT
ship-02	ship	VERIFIED	behavior	-	Report already merged as a gate problem when mergedAt is set.	test@tests/layers/01-unit/shipping-gates.test.ts@already merged	skills/poteto-mode/playbooks/shipping.md	extensions/shipping/gates.ts:19	-	EXACT-CONTRACT
ship-03	ship	VERIFIED	behavior	-	Report state=<state> as a gate problem for any state other than OPEN.	test@tests/layers/01-unit/shipping-gates.test.ts@state=CLOSED	skills/poteto-mode/playbooks/shipping.md	extensions/shipping/gates.ts:20	-	EXACT-CONTRACT
ship-04	ship	VERIFIED	behavior	-	Report a gate problem when mergeStateStatus is UNSTABLE, DIRTY, DRAFT, BLOCKED, or BEHIND.	test@tests/layers/01-unit/shipping-gates.test.ts@BLOCKED and BEHIND	skills/poteto-mode/playbooks/shipping.md	extensions/shipping/gates.ts:22-24	-	EXACT-CONTRACT
ship-05	ship	VERIFIED	behavior	-	Report a gate problem for a check whose conclusion is FAILURE, CANCELLED, TIMED_OUT, ERROR, or ACTION_REQUIRED.	test@tests/layers/01-unit/shipping-gates.test.ts@check ci=FAILURE	skills/poteto-mode/playbooks/shipping.md	extensions/shipping/gates.ts:26-29	-	EXACT-CONTRACT
ship-06	ship	VERIFIED	behavior	-	Report a gate problem for a check with no conclusion whose status is PENDING, IN_PROGRESS, or QUEUED.	test@tests/layers/01-unit/shipping-gates.test.ts@PENDING	skills/poteto-mode/playbooks/shipping.md	extensions/shipping/gates.ts:30-35	-	EXACT-CONTRACT
ship-07	ship	VERIFIED	behavior	-	Report a gate problem when reviewDecision is CHANGES_REQUESTED or REVIEW_REQUIRED.	test@tests/layers/01-unit/shipping-gates.test.ts@REVIEW_REQUIRED	skills/poteto-mode/playbooks/shipping.md	extensions/shipping/gates.ts:39-44	-	EXACT-CONTRACT
ship-08	ship	VERIFIED	behavior	-	Treat a PR view with no blocking fields as an empty problem list.	test@tests/layers/01-unit/shipping-gates.test.ts@empty view as clean	skills/poteto-mode/playbooks/shipping.md	extensions/shipping/gates.ts:45	-	EXACT-CONTRACT
ship-09	ship	VERIFIED	behavior	-	Report every gate problem in view order and uppercase check conclusions while naming unnamed checks with a question mark.	test@tests/layers/01-unit/shipping-gates.test.ts@reports every problem in view order	skills/poteto-mode/playbooks/shipping.md	extensions/shipping/gates.ts:19-45	-	EXACT-CONTRACT
ship-11	ship	VERIFIED	behavior	-	Fail closed in assertMergeGates on a nonzero gh pr view exit or on invalid gh JSON.	test@tests/layers/01-unit/ship-contracts.test.ts@ship-11	skills/poteto-mode/playbooks/shipping.md	extensions/shipping/index.ts:249-261	-	EXACT-CONTRACT
ship-12	ship	VERIFIED	behavior	-	Run the gate check before merging and merge with gh pr merge using --squash by default.	test@tests/layers/01-unit/ship-contracts.test.ts@ship-12	skills/poteto-mode/playbooks/shipping.md	extensions/shipping/index.ts:215-217	-	EXACT-CONTRACT
ship-13	ship	VERIFIED	behavior	-	Map mergeMethod merge to --merge, rebase to --rebase, and anything else to --squash.	test@tests/layers/01-unit/ship-contracts.test.ts@ship-13	skills/poteto-mode/playbooks/shipping.md	extensions/shipping/index.ts:216-217	-	EXACT-CONTRACT
ship-14	ship	VERIFIED	behavior	-	Throw "gh pr merge failed (fail closed)" when the merge command exits nonzero.	test@tests/layers/01-unit/ship-contracts.test.ts@ship-14	skills/poteto-mode/playbooks/shipping.md	extensions/shipping/index.ts:222	-	EXACT-CONTRACT
ship-15	ship	VERIFIED	behavior	-	Return gate-check PASS plus the JSON PR view for action=gate-check.	test@tests/layers/01-unit/ship-contracts.test.ts@ship-15	skills/poteto-mode/playbooks/shipping.md	extensions/shipping/index.ts:201	-	EXACT-CONTRACT
ship-16	ship	VERIFIED	behavior	-	Require pr for view, merge, and gate-check and reject an unknown action with the view|merge|stack-status|gate-check set.	test@tests/layers/01-unit/ship-contracts.test.ts@ship-16	skills/poteto-mode/playbooks/shipping.md	extensions/shipping/index.ts:320-332	-	EXACT-CONTRACT
ship-17	ship	VERIFIED	behavior	-	Require at least one PR for stack-status via stackPrs or pr.	test@tests/layers/01-unit/ship-contracts.test.ts@ship-17	skills/poteto-mode/playbooks/shipping.md	extensions/shipping/index.ts:178	-	EXACT-CONTRACT
ship-18	ship	VERIFIED	behavior	-	Implement stack-status as a frontier watcher with ADVANCE and COMPLETE semantics rather than a sequential per-PR view.	test@tests/layers/01-unit/shipping-frontier.test.ts@reports ADVANCE when the frontier is merge-ready	skills/poteto-mode/playbooks/shipping.md	extensions/shipping/frontier.ts:22	#14	EXACT-CONTRACT
babysit-01	babysit	VERIFIED	tool	pstack_babysit	Register a pstack_babysit tool with required pr and optional statusOnly, pretty, recipeId, and armLoopHint.	test@tests/layers/01-unit/babysit-contracts.test.ts@babysit-01	skills/poteto-mode/playbooks/babysit.md	extensions/shipping/index.ts:338	-	EXACT-CONTRACT
babysit-02	babysit	VERIFIED	behavior	-	Default the recipe to watch-pr-drive and force watch-pr-status when statusOnly is true.	test@tests/layers/01-unit/babysit-contracts.test.ts@babysit-02	skills/poteto-mode/playbooks/babysit.md	extensions/shipping/index.ts:282-290	-	EXACT-CONTRACT
babysit-03	babysit	VERIFIED	behavior	-	Reject an unknown recipeId with an error listing the known recipes.	test@tests/layers/01-unit/babysit-contracts.test.ts@babysit-03	skills/poteto-mode/playbooks/babysit.md	extensions/shipping/index.ts:286-289	-	EXACT-CONTRACT
babysit-04	babysit	VERIFIED	behavior	-	Build the watch-pr-status recipe as the bundled watch-pr script plus the PR and a --status-only flag.	test@tests/layers/01-unit/heartbeat-coalesce.test.ts@materializeWatchArgv for watch-pr-status	skills/poteto-mode/playbooks/babysit.md	extensions/heartbeat/coalesce.ts:66-73	-	EXACT-CONTRACT
babysit-05	babysit	VERIFIED	behavior	-	Build the watch-pr-drive recipe as the bundled watch-pr script plus the PR, stripping a leading hash.	test@tests/layers/01-unit/heartbeat-coalesce.test.ts@materializeWatchArgv for watch-pr-drive	skills/poteto-mode/playbooks/babysit.md	extensions/heartbeat/coalesce.ts:75-77	-	EXACT-CONTRACT
babysit-06	babysit	VERIFIED	behavior	-	Throw for an unknown watch recipe.	test@tests/layers/01-unit/heartbeat-coalesce.test.ts@unknown babysit watch recipe	skills/poteto-mode/playbooks/babysit.md	extensions/heartbeat/coalesce.ts:98	-	EXACT-CONTRACT
babysit-07	babysit	VERIFIED	behavior	-	Reject an empty, dash-leading, or whitespace-containing PR argument for watchArgv.	test@tests/layers/01-unit/heartbeat-coalesce.test.ts@invalid pr for watchArgv	skills/poteto-mode/playbooks/babysit.md	extensions/heartbeat/coalesce.ts:99-101	-	EXACT-CONTRACT
babysit-08	babysit	VERIFIED	behavior	-	Execute the bundled watch-pr script through its Bun shebang runtime rather than through bash.	test@tests/layers/01-unit/heartbeat-coalesce.test.ts@no babysit recipe executes the bundled watcher through bash	skills/poteto-mode/playbooks/babysit.md	extensions/shipping/index.ts:71	#2	EXACT-CONTRACT
babysit-09	babysit	VERIFIED	behavior	-	Ship the watch-pr and worktree-audit.sh scripts with executable mode 0755 so direct-exec instructions work.	test@tests/layers/01-unit/script-runtime-contract.test.ts@bundled scripts keep the executable bit upstream ships	skills/poteto-mode/playbooks/babysit.md	skills/poteto-mode/scripts/watch-pr/watch-pr:1	#3	EXACT-CONTRACT
babysit-10	babysit	VERIFIED	behavior	-	Return a loopArm payload of action arm, mode dynamic, intervalSeconds 120, maxFires 40, the materialized watchArgv, and a frontier prompt.	test@tests/layers/01-unit/babysit-contracts.test.ts@babysit-10	skills/poteto-mode/playbooks/babysit.md	extensions/shipping/babysit-recipes.ts:23-30	-	EXACT-CONTRACT
babysit-11	babysit	VERIFIED	behavior	-	Include the loopArm hint by default and omit it when armLoopHint is false.	test@tests/layers/01-unit/babysit-contracts.test.ts@babysit-11	skills/poteto-mode/playbooks/babysit.md	extensions/shipping/index.ts:301	-	EXACT-CONTRACT
babysit-12	babysit	VERIFIED	behavior	-	Build the gh-checks-watch recipe as gh pr checks <pr> --watch.	test@tests/layers/01-unit/babysit-contracts.test.ts@babysit-12	skills/poteto-mode/playbooks/babysit.md	extensions/heartbeat/coalesce.ts:79-81	-	EXACT-CONTRACT
babysit-13	babysit	VERIFIED	behavior	-	Build the gh-view-json recipe as gh pr view <pr> --json state,mergeStateStatus,statusCheckRollup,reviewDecision.	test@tests/layers/01-unit/babysit-contracts.test.ts@babysit-13	skills/poteto-mode/playbooks/babysit.md	extensions/heartbeat/coalesce.ts:83-92	-	EXACT-CONTRACT
babysit-14	babysit	VERIFIED	behavior	-	Run gh-checks-watch with a one-hour timeout and gh-view-json with a 60-second timeout.	test@tests/layers/01-unit/babysit-contracts.test.ts@babysit-14	skills/poteto-mode/playbooks/babysit.md	extensions/shipping/index.ts:106-110	-	EXACT-CONTRACT
babysit-15	babysit	VERIFIED	behavior	-	Fall back to a one-shot gh pr view when the bundled watch-pr script is absent and the recipe is drive or status.	test@tests/layers/01-unit/babysit-contracts.test.ts@babysit-15	skills/poteto-mode/playbooks/babysit.md	extensions/shipping/index.ts:303-311	-	EXACT-CONTRACT
babysit-16	babysit	VERIFIED	behavior	-	Wire a queued-stack watch mode with --queued-stack and --stack-prs for stacked PR babysitting.	test@tests/layers/01-unit/heartbeat-coalesce.test.ts@watch-pr-queued-stack threads the frozen stack	skills/poteto-mode/playbooks/babysit.md	extensions/heartbeat/coalesce.ts:104	#14	EXACT-CONTRACT
gates-01	gates	VERIFIED	command	/pstack-gates	Register a /pstack-gates command taking a single PR argument.	test@tests/layers/01-unit/gates-contracts.test.ts@gates-01	skills/poteto-mode/playbooks/shipping.md	extensions/gates/index.ts:40	-	EXACT-CONTRACT
gates-02	gates	VERIFIED	behavior	-	Evaluate the same blocking criteria as pstack_ship gate-check so /pstack-gates cannot pass a PR that merge would block.	test@tests/layers/01-unit/gates-command.test.ts@fails a PR that the merge gate would block	skills/poteto-mode/playbooks/shipping.md	extensions/gates/index.ts:44	#12	EXACT-CONTRACT
gates-03	gates	VERIFIED	behavior	-	Show a usage error when no PR is supplied.	test@tests/layers/01-unit/gates-contracts.test.ts@gates-03	skills/poteto-mode/playbooks/shipping.md	extensions/gates/index.ts:44-51	-	EXACT-CONTRACT
gates-04	gates	VERIFIED	behavior	-	Fail closed with an error notification when gh pr view fails or returns invalid JSON.	test@tests/layers/01-unit/gates-contracts.test.ts@gates-04	skills/poteto-mode/playbooks/shipping.md	extensions/gates/index.ts:56-70	-	EXACT-CONTRACT
gates-05	gates	VERIFIED	behavior	-	Notify an error and send a do-not-ship follow-up message when any gate problem is found.	test@tests/layers/01-unit/gates-contracts.test.ts@gates-05	skills/poteto-mode/playbooks/shipping.md	extensions/gates/index.ts:71-79	-	EXACT-CONTRACT
gates-06	gates	VERIFIED	behavior	-	Notify pass and send a still-run-unslop follow-up message when no gate problem is found.	test@tests/layers/01-unit/gates-contracts.test.ts@gates-06	skills/poteto-mode/playbooks/shipping.md	extensions/gates/index.ts:80-86	-	EXACT-CONTRACT
