id	surface	status	kind	name	obligation	verification	upstream	reference	finding	class
loop-35	loop	VERIFIED	behavior	-	Return an unresolved predicate from CHECK_PREDICATE to WAIT_FOR_EVENT_OR_HEARTBEAT.	test@tests/layers/01-unit/loop-fsm.test.ts@predicate_unmet returns CHECK_PREDICATE to WAIT_FOR_EVENT_OR_HEARTBEAT	mechanism:/loop	extensions/loop/fsm.ts:294	-	ADAPTED-EQUIVALENT
loop-36	loop	VERIFIED	behavior	-	Complete a run only when the model asserts the predicate holds through a predicate_met event carrying evidence.	test@tests/layers/01-unit/loop-fsm.test.ts@predicate_met with evidence completes the run	mechanism:/loop	extensions/loop/fsm.ts:281	-	ADAPTED-EQUIVALENT
loop-37	loop	VERIFIED	behavior	-	Never complete a run on a predicate_met event whose evidence is empty.	test@tests/layers/01-unit/loop-fsm.test.ts@predicate_met without evidence never completes	mechanism:/loop	extensions/loop/fsm.ts:285	-	ADAPTED-EQUIVALENT
loop-38	loop	VERIFIED	behavior	-	Block a run after plateauLimit consecutive non-advancing iterations and name the plateau in the blocked reason.	test@tests/layers/01-unit/loop-fsm.test.ts@three consecutive discards block the run on plateau	mechanism:/loop	extensions/loop/fsm.ts:165	-	ADAPTED-EQUIVALENT
loop-39	loop	VERIFIED	behavior	-	Count inconclusive verdicts toward the plateau like discards and report them with a distinct message.	test@tests/layers/01-unit/loop-fsm.test.ts@inconclusive counts toward the plateau and is reported distinctly	mechanism:/loop	extensions/loop/fsm.ts:262	-	ADAPTED-EQUIVALENT
loop-40	loop	VERIFIED	behavior	-	Ignore every further event on a COMPLETE run.	test@tests/layers/01-unit/loop-fsm.test.ts@completed records ignore further events	mechanism:/loop	extensions/loop/fsm.ts:341	-	ADAPTED-EQUIVALENT
loop-41	loop	VERIFIED	behavior	-	Ignore events on a BLOCKED run except stop.	test@tests/layers/01-unit/loop-fsm.test.ts@blocked records ignore further events except stop	mechanism:/loop	extensions/loop/fsm.ts:342	-	ADAPTED-EQUIVALENT
loop-42	loop	VERIFIED	behavior	-	Block a hosted run when the hosted runtime is unavailable and never continue it locally.	test@tests/layers/01-unit/loop-fsm.test.ts@hosted_unavailable blocks a remote-required run and never continues locally	mechanism:/loop	extensions/loop/fsm.ts:329	-	ADAPTED-EQUIVALENT
loop-43	loop	VERIFIED	behavior	-	Record the hosted handoff endpoint and mark the run BLOCKED locally because hosted continuation is a prerequisite the local runtime cannot supply, never downgrading to local execution.	test@tests/layers/01-unit/loop-fsm.test.ts@handoff_requested stores the endpoint and blocks the run locally	mechanism:/loop	extensions/loop/fsm.ts:311	-	ADAPTED-EQUIVALENT
loop-44	loop	VERIFIED	behavior	-	Never mutate the input run record while reducing an event.	test@tests/layers/01-unit/loop-fsm.test.ts@reduceRun never mutates the input record	mechanism:/loop	extensions/loop/fsm.ts:341	-	ADAPTED-EQUIVALENT
loop-45	loop	VERIFIED	behavior	-	Persist each run record under PSTACK_RUNS_DIR and round trip it through save and load.	test@tests/layers/01-unit/loop-store.test.ts@saveRun and loadRun round trip a record	mechanism:/loop	extensions/loop/run-store.ts:60	-	ADAPTED-EQUIVALENT
loop-46	loop	VERIFIED	behavior	-	Save a run record atomically with a temp file in the same directory and rename, leaving no temp file behind.	test@tests/layers/01-unit/loop-store.test.ts@saveRun writes atomically and leaves no temp file behind	mechanism:/loop	extensions/loop/run-store.ts:67	-	ADAPTED-EQUIVALENT
loop-47	loop	VERIFIED	behavior	-	List stored run records and select the most recently updated one as latest.	test@tests/layers/01-unit/loop-store.test.ts@listRuns collects records and latestRun picks the most recently updated	mechanism:/loop	extensions/loop/run-store.ts:89	-	ADAPTED-EQUIVALENT
loop-48	loop	VERIFIED	behavior	-	Report a corrupt run record with its path instead of treating it as a fresh run.	test@tests/layers/01-unit/loop-store.test.ts@corrupt JSON is reported instead of treated as a fresh run	mechanism:/loop	extensions/loop/run-store.ts:31	-	ADAPTED-EQUIVALENT
loop-49	loop	VERIFIED	behavior	-	Reject a run id that is malformed or escapes the runs directory.	test@tests/layers/01-unit/loop-store.test.ts@traversal and malformed run ids are rejected	mechanism:/loop	extensions/loop/run-store.ts:23	-	ADAPTED-EQUIVALENT
loop-50	loop	VERIFIED	behavior	-	Route a programmatic run arm through the registered heartbeat runtime so the loop controller never owns a timer of its own.	test@tests/layers/01-unit/run-controller-contracts.test.ts@arm routes the run through the heartbeat wake path	mechanism:/loop	extensions/heartbeat/index.ts:231-245	-	ADAPTED-EQUIVALENT
